id_service	periode	id_leg	capacite	cap_resid	id_demande	volume
0	0	2	50	41	0	3
0	0	2	50	41	0	5
0	0	2	50	41	1	1
0	1	0	50	20	0	1
0	1	0	50	20	2	5
0	1	0	50	20	3	5
0	1	0	50	20	3	4
0	1	0	50	20	4	2
0	1	0	50	20	5	1
0	1	0	50	20	5	1
0	1	0	50	20	8	2
0	1	0	50	20	9	2
0	1	0	50	20	11	3
0	1	0	50	20	11	4
0	1	1	50	0	0	5
0	1	1	50	0	0	1
0	1	1	50	0	2	3
0	1	1	50	0	2	5
0	1	1	50	0	2	4
0	1	1	50	0	3	5
0	1	1	50	0	3	4
0	1	1	50	0	4	2
0	1	1	50	0	4	3
0	1	1	50	0	5	1
0	1	1	50	0	7	2
0	1	1	50	0	8	2
0	1	1	50	0	9	2
0	1	1	50	0	9	2
0	1	1	50	0	11	2
0	1	1	50	0	11	3
0	1	1	50	0	11	4
0	1	2	50	12	0	5
0	1	2	50	12	2	3
0	1	2	50	12	2	4
0	1	2	50	12	3	5
0	1	2	50	12	5	1
0	1	2	50	12	7	2
0	1	2	50	12	8	1
0	1	2	50	12	8	2
0	1	2	50	12	9	2
0	1	2	50	12	9	2
0	1	2	50	12	11	2
0	1	2	50	12	11	3
0	1	2	50	12	11	3
0	1	2	50	12	14	3
0	2	0	50	20	4	1
0	2	0	50	20	6	3
0	2	0	50	20	10	5
0	2	0	50	20	12	2
0	2	0	50	20	13	1
0	2	0	50	20	14	4
0	2	0	50	20	15	1
0	2	0	50	20	18	1
0	2	0	50	20	19	3
0	2	0	50	20	20	4
0	2	0	50	20	21	2
0	2	0	50	20	21	1
0	2	0	50	20	25	2
0	2	1	50	0	2	5
0	2	1	50	0	4	2
0	2	1	50	0	6	3
0	2	1	50	0	8	4
0	2	1	50	0	10	5
0	2	1	50	0	11	3
0	2	1	50	0	12	2
0	2	1	50	0	13	1
0	2	1	50	0	14	2
0	2	1	50	0	14	4
0	2	1	50	0	15	2
0	2	1	50	0	15	1
0	2	1	50	0	15	2
0	2	1	50	0	19	3
0	2	1	50	0	19	1
0	2	1	50	0	20	4
0	2	1	50	0	20	4
0	2	1	50	0	21	2
0	2	2	50	18	2	5
0	2	2	50	18	10	5
0	2	2	50	18	11	3
0	2	2	50	18	13	1
0	2	2	50	18	15	2
0	2	2	50	18	15	1
0	2	2	50	18	15	2
0	2	2	50	18	19	3
0	2	2	50	18	19	1
0	2	2	50	18	20	4
0	2	2	50	18	26	5
0	3	0	50	6	16	1
0	3	0	50	6	21	5
0	3	0	50	6	25	1
0	3	0	50	6	27	3
0	3	0	50	6	28	2
0	3	0	50	6	28	4
0	3	0	50	6	30	2
0	3	0	50	6	31	5
0	3	0	50	6	32	1
0	3	0	50	6	34	1
0	3	0	50	6	35	2
0	3	0	50	6	36	3
0	3	0	50	6	37	5
0	3	0	50	6	38	4
0	3	0	50	6	40	5
0	3	1	50	2	16	1
0	3	1	50	2	21	5
0	3	1	50	2	22	3
0	3	1	50	2	25	1
0	3	1	50	2	27	3
0	3	1	50	2	28	2
0	3	1	50	2	28	2
0	3	1	50	2	28	4
0	3	1	50	2	32	1
0	3	1	50	2	34	1
0	3	1	50	2	34	4
0	3	1	50	2	36	3
0	3	1	50	2	36	1
0	3	1	50	2	37	2
0	3	1	50	2	39	1
0	3	1	50	2	40	5
0	3	1	50	2	40	5
0	3	1	50	2	40	4
0	3	2	50	0	6	3
0	3	2	50	0	16	1
0	3	2	50	0	21	5
0	3	2	50	0	22	3
0	3	2	50	0	27	4
0	3	2	50	0	27	3
0	3	2	50	0	28	2
0	3	2	50	0	28	2
0	3	2	50	0	30	4
0	3	2	50	0	32	1
0	3	2	50	0	34	1
0	3	2	50	0	36	1
0	3	2	50	0	37	2
0	3	2	50	0	40	3
0	3	2	50	0	40	5
0	3	2	50	0	40	5
0	3	2	50	0	40	4
0	3	2	50	0	41	1
0	4	0	50	19	23	5
0	4	0	50	19	28	3
0	4	0	50	19	31	5
0	4	0	50	19	34	1
0	4	0	50	19	38	2
0	4	0	50	19	41	4
0	4	0	50	19	45	4
0	4	0	50	19	47	3
0	4	0	50	19	48	2
0	4	0	50	19	48	2
0	4	1	50	0	23	5
0	4	1	50	0	28	3
0	4	1	50	0	31	5
0	4	1	50	0	31	5
0	4	1	50	0	32	3
0	4	1	50	0	34	1
0	4	1	50	0	36	2
0	4	1	50	0	39	5
0	4	1	50	0	41	4
0	4	1	50	0	42	2
0	4	1	50	0	43	2
0	4	1	50	0	44	3
0	4	1	50	0	47	2
0	4	1	50	0	47	4
0	4	1	50	0	47	3
0	4	1	50	0	50	1
0	4	2	50	10	23	5
0	4	2	50	10	28	3
0	4	2	50	10	31	5
0	4	2	50	10	31	5
0	4	2	50	10	32	3
0	4	2	50	10	42	2
0	4	2	50	10	43	2
0	4	2	50	10	47	2
0	4	2	50	10	47	4
0	4	2	50	10	47	3
0	4	2	50	10	53	2
0	4	2	50	10	56	3
0	4	2	50	10	57	1
0	5	0	50	20	44	5
0	5	0	50	20	45	5
0	5	0	50	20	45	1
0	5	0	50	20	48	3
0	5	0	50	20	53	4
0	5	0	50	20	55	2
0	5	0	50	20	58	2
0	5	0	50	20	59	1
0	5	0	50	20	62	3
0	5	0	50	20	63	4
0	5	1	50	0	44	5
0	5	1	50	0	45	5
0	5	1	50	0	45	1
0	5	1	50	0	48	3
0	5	1	50	0	49	2
0	5	1	50	0	50	3
0	5	1	50	0	53	4
0	5	1	50	0	53	3
0	5	1	50	0	55	2
0	5	1	50	0	56	2
0	5	1	50	0	57	2
0	5	1	50	0	58	2
0	5	1	50	0	58	4
0	5	1	50	0	59	1
0	5	1	50	0	60	1
0	5	1	50	0	60	4
0	5	1	50	0	62	3
0	5	1	50	0	62	3
0	5	2	50	0	44	5
0	5	2	50	0	45	5
0	5	2	50	0	48	3
0	5	2	50	0	50	3
0	5	2	50	0	53	3
0	5	2	50	0	56	2
0	5	2	50	0	57	2
0	5	2	50	0	59	1
0	5	2	50	0	60	1
0	5	2	50	0	60	4
0	5	2	50	0	61	4
0	5	2	50	0	62	3
0	5	2	50	0	66	1
0	5	2	50	0	67	5
0	5	2	50	0	70	5
0	5	2	50	0	71	3
0	6	0	50	0	58	2
0	6	0	50	0	60	1
0	6	0	50	0	61	5
0	6	0	50	0	62	4
0	6	0	50	0	65	3
0	6	0	50	0	66	5
0	6	0	50	0	68	1
0	6	0	50	0	70	3
0	6	0	50	0	71	1
0	6	0	50	0	72	2
0	6	0	50	0	72	5
0	6	0	50	0	73	2
0	6	0	50	0	73	2
0	6	0	50	0	73	2
0	6	0	50	0	74	3
0	6	0	50	0	74	2
0	6	0	50	0	78	4
0	6	0	50	0	78	3
0	6	1	50	0	58	2
0	6	1	50	0	61	5
0	6	1	50	0	65	3
0	6	1	50	0	66	5
0	6	1	50	0	67	2
0	6	1	50	0	68	1
0	6	1	50	0	70	2
0	6	1	50	0	70	3
0	6	1	50	0	70	1
0	6	1	50	0	71	1
0	6	1	50	0	72	5
0	6	1	50	0	73	2
0	6	1	50	0	73	2
0	6	1	50	0	73	2
0	6	1	50	0	73	2
0	6	1	50	0	73	4
0	6	1	50	0	73	4
0	6	1	50	0	74	3
0	6	1	50	0	75	1
0	6	2	50	9	61	5
0	6	2	50	9	65	3
0	6	2	50	9	66	5
0	6	2	50	9	70	2
0	6	2	50	9	70	3
0	6	2	50	9	70	1
0	6	2	50	9	71	1
0	6	2	50	9	72	5
0	6	2	50	9	73	2
0	6	2	50	9	73	2
0	6	2	50	9	73	4
0	6	2	50	9	74	3
0	6	2	50	9	78	5
0	7	0	50	16	73	1
0	7	0	50	16	74	5
0	7	0	50	16	74	2
0	7	0	50	16	82	1
0	7	0	50	16	84	5
0	7	0	50	16	86	1
0	7	0	50	16	87	1
0	7	0	50	16	88	5
0	7	0	50	16	90	1
0	7	0	50	16	91	2
0	7	0	50	16	91	4
0	7	0	50	16	92	4
0	7	0	50	16	93	2
0	7	1	50	0	60	1
0	7	1	50	0	73	1
0	7	1	50	0	74	5
0	7	1	50	0	74	2
0	7	1	50	0	76	3
0	7	1	50	0	81	2
0	7	1	50	0	84	5
0	7	1	50	0	86	1
0	7	1	50	0	86	3
0	7	1	50	0	87	1
0	7	1	50	0	88	2
0	7	1	50	0	88	4
0	7	1	50	0	89	2
0	7	1	50	0	90	2
0	7	1	50	0	90	2
0	7	1	50	0	91	2
0	7	1	50	0	91	2
0	7	1	50	0	91	4
0	7	1	50	0	93	4
0	7	1	50	0	93	2
0	7	2	50	11	60	1
0	7	2	50	11	74	5
0	7	2	50	11	74	2
0	7	2	50	11	76	3
0	7	2	50	11	81	2
0	7	2	50	11	87	1
0	7	2	50	11	88	2
0	7	2	50	11	88	4
0	7	2	50	11	89	2
0	7	2	50	11	90	2
0	7	2	50	11	90	2
0	7	2	50	11	91	2
0	7	2	50	11	93	4
0	7	2	50	11	93	2
0	7	2	50	11	97	5
0	8	0	50	26	74	5
0	8	0	50	26	82	3
0	8	0	50	26	88	2
0	8	0	50	26	89	2
0	8	0	50	26	93	1
0	8	0	50	26	94	3
0	8	0	50	26	97	4
0	8	0	50	26	98	3
0	8	0	50	26	99	1
0	8	1	50	20	74	5
0	8	1	50	20	82	3
0	8	1	50	20	89	2
0	8	1	50	20	91	3
0	8	1	50	20	93	4
0	8	1	50	20	94	3
0	8	1	50	20	96	4
0	8	1	50	20	98	3
0	8	1	50	20	99	2
0	8	1	50	20	99	1
0	8	2	50	17	74	5
0	8	2	50	17	82	3
0	8	2	50	17	84	5
0	8	2	50	17	89	4
0	8	2	50	17	91	3
0	8	2	50	17	94	3
0	8	2	50	17	96	4
0	8	2	50	17	98	3
0	8	2	50	17	99	2
0	8	2	50	17	99	1
0	9	0	50	42	93	3
0	9	0	50	42	95	5
0	9	1	50	42	93	3
0	9	1	50	42	95	5
0	9	2	50	42	93	3
0	9	2	50	42	95	5
1	0	3	50	38	0	1
1	0	3	50	38	0	1
1	0	3	50	38	0	1
1	0	3	50	38	1	1
1	0	3	50	38	1	1
1	0	3	50	38	4	3
1	0	3	50	38	4	4
1	0	4	50	26	0	1
1	0	4	50	26	1	1
1	0	4	50	26	1	1
1	0	4	50	26	2	5
1	0	4	50	26	3	4
1	0	4	50	26	4	3
1	0	4	50	26	4	1
1	0	4	50	26	5	4
1	0	4	50	26	6	3
1	0	4	50	26	7	1
1	0	5	50	40	2	5
1	0	5	50	40	3	4
1	0	5	50	40	7	1
1	0	5	50	43	1	1
1	0	5	50	43	2	1
1	0	5	50	43	4	1
1	0	5	50	43	5	4
1	1	3	50	0	0	3
1	1	3	50	0	1	2
1	1	3	50	0	2	1
1	1	3	50	0	3	4
1	1	3	50	0	5	4
1	1	3	50	0	6	5
1	1	3	50	0	6	2
1	1	3	50	0	7	5
1	1	3	50	0	8	2
1	1	3	50	0	8	1
1	1	3	50	0	8	4
1	1	3	50	0	9	1
1	1	3	50	0	9	5
1	1	3	50	0	10	4
1	1	3	50	0	10	1
1	1	3	50	0	17	2
1	1	3	50	0	18	1
1	1	3	50	0	19	3
1	1	4	50	0	0	3
1	1	4	50	0	0	2
1	1	4	50	0	1	2
1	1	4	50	0	1	3
1	1	4	50	0	3	4
1	1	4	50	0	3	2
1	1	4	50	0	5	4
1	1	4	50	0	6	5
1	1	4	50	0	6	2
1	1	4	50	0	7	5
1	1	4	50	0	8	2
1	1	4	50	0	8	1
1	1	4	50	0	8	4
1	1	4	50	0	9	1
1	1	4	50	0	9	5
1	1	4	50	0	10	1
1	1	4	50	0	10	1
1	1	4	50	0	12	1
1	1	4	50	0	13	2
1	1	5	50	41	3	4
1	1	5	50	41	6	2
1	1	5	50	41	9	1
1	1	5	50	41	10	1
1	1	5	50	41	19	1
1	1	5	50	27	0	3
1	1	5	50	27	0	2
1	1	5	50	27	5	4
1	1	5	50	27	8	2
1	1	5	50	27	8	1
1	1	5	50	27	8	4
1	1	5	50	27	13	2
1	1	5	50	27	18	5
1	2	3	50	5	11	2
1	2	3	50	5	12	2
1	2	3	50	5	14	2
1	2	3	50	5	18	2
1	2	3	50	5	19	5
1	2	3	50	5	19	3
1	2	3	50	5	19	1
1	2	3	50	5	20	5
1	2	3	50	5	20	4
1	2	3	50	5	20	1
1	2	3	50	5	21	3
1	2	3	50	5	22	4
1	2	3	50	5	23	1
1	2	3	50	5	23	2
1	2	3	50	5	26	3
1	2	3	50	5	29	1
1	2	3	50	5	29	4
1	2	4	50	0	10	4
1	2	4	50	0	11	2
1	2	4	50	0	12	2
1	2	4	50	0	13	2
1	2	4	50	0	14	2
1	2	4	50	0	15	3
1	2	4	50	0	17	3
1	2	4	50	0	18	2
1	2	4	50	0	19	5
1	2	4	50	0	19	3
1	2	4	50	0	19	1
1	2	4	50	0	20	5
1	2	4	50	0	20	4
1	2	4	50	0	21	3
1	2	4	50	0	22	4
1	2	4	50	0	23	2
1	2	4	50	0	24	3
1	2	5	50	22	10	4
1	2	5	50	22	17	3
1	2	5	50	22	18	2
1	2	5	50	22	19	5
1	2	5	50	22	19	1
1	2	5	50	22	20	4
1	2	5	50	22	22	4
1	2	5	50	22	31	1
1	2	5	50	22	36	4
1	2	5	50	41	13	2
1	2	5	50	41	25	2
1	2	5	50	41	37	5
1	3	3	50	0	18	4
1	3	3	50	0	22	4
1	3	3	50	0	26	5
1	3	3	50	0	27	2
1	3	3	50	0	29	3
1	3	3	50	0	30	3
1	3	3	50	0	30	4
1	3	3	50	0	31	2
1	3	3	50	0	32	2
1	3	3	50	0	34	5
1	3	3	50	0	34	1
1	3	3	50	0	35	4
1	3	3	50	0	36	4
1	3	3	50	0	37	2
1	3	3	50	0	38	1
1	3	3	50	0	43	1
1	3	3	50	0	44	2
1	3	3	50	0	46	1
1	3	4	50	0	18	4
1	3	4	50	0	22	4
1	3	4	50	0	23	1
1	3	4	50	0	26	5
1	3	4	50	0	27	2
1	3	4	50	0	29	1
1	3	4	50	0	30	4
1	3	4	50	0	31	2
1	3	4	50	0	32	2
1	3	4	50	0	33	1
1	3	4	50	0	33	2
1	3	4	50	0	34	5
1	3	4	50	0	34	1
1	3	4	50	0	35	4
1	3	4	50	0	36	4
1	3	4	50	0	36	3
1	3	4	50	0	36	3
1	3	4	50	0	39	1
1	3	4	50	0	43	1
1	3	5	50	21	18	4
1	3	5	50	21	27	2
1	3	5	50	21	30	4
1	3	5	50	21	31	2
1	3	5	50	21	33	1
1	3	5	50	21	36	4
1	3	5	50	21	36	3
1	3	5	50	21	42	3
1	3	5	50	21	48	1
1	3	5	50	21	48	5
1	3	5	50	32	21	3
1	3	5	50	32	22	4
1	3	5	50	32	23	1
1	3	5	50	32	29	1
1	3	5	50	32	34	1
1	3	5	50	32	35	4
1	3	5	50	32	38	3
1	3	5	50	32	43	1
1	4	3	50	0	35	4
1	4	3	50	0	36	2
1	4	3	50	0	38	5
1	4	3	50	0	40	2
1	4	3	50	0	42	5
1	4	3	50	0	43	3
1	4	3	50	0	45	2
1	4	3	50	0	45	4
1	4	3	50	0	46	5
1	4	3	50	0	47	3
1	4	3	50	0	48	1
1	4	3	50	0	49	2
1	4	3	50	0	49	1
1	4	3	50	0	49	2
1	4	3	50	0	51	4
1	4	3	50	0	58	1
1	4	3	50	0	60	4
1	4	4	50	0	30	3
1	4	4	50	0	35	4
1	4	4	50	0	36	2
1	4	4	50	0	38	5
1	4	4	50	0	40	2
1	4	4	50	0	42	5
1	4	4	50	0	43	3
1	4	4	50	0	44	2
1	4	4	50	0	45	4
1	4	4	50	0	46	5
1	4	4	50	0	46	1
1	4	4	50	0	47	3
1	4	4	50	0	49	3
1	4	4	50	0	49	2
1	4	4	50	0	49	1
1	4	4	50	0	49	2
1	4	4	50	0	51	3
1	4	5	50	27	44	2
1	4	5	50	27	45	4
1	4	5	50	27	46	5
1	4	5	50	27	46	1
1	4	5	50	27	49	3
1	4	5	50	27	49	2
1	4	5	50	27	59	5
1	4	5	50	27	62	1
1	4	5	50	37	30	3
1	4	5	50	37	38	5
1	4	5	50	37	43	3
1	4	5	50	37	47	2
1	5	3	50	0	54	2
1	5	3	50	0	55	4
1	5	3	50	0	56	4
1	5	3	50	0	57	4
1	5	3	50	0	57	2
1	5	3	50	0	58	3
1	5	3	50	0	58	2
1	5	3	50	0	58	4
1	5	3	50	0	63	2
1	5	3	50	0	63	1
1	5	3	50	0	64	5
1	5	3	50	0	64	1
1	5	3	50	0	64	2
1	5	3	50	0	65	5
1	5	3	50	0	65	2
1	5	3	50	0	65	3
1	5	3	50	0	69	1
1	5	3	50	0	70	1
1	5	3	50	0	72	2
1	5	4	50	0	51	1
1	5	4	50	0	54	2
1	5	4	50	0	55	4
1	5	4	50	0	57	4
1	5	4	50	0	57	2
1	5	4	50	0	58	3
1	5	4	50	0	58	2
1	5	4	50	0	58	4
1	5	4	50	0	60	4
1	5	4	50	0	62	2
1	5	4	50	0	63	2
1	5	4	50	0	63	1
1	5	4	50	0	64	5
1	5	4	50	0	64	1
1	5	4	50	0	64	2
1	5	4	50	0	65	5
